campaign_id,capture_id,pcap_name,scenario_id,scenario_family,label_binary,packet_count,flow_count,status,source_host,target_host,started_at_utc,notes
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N06_run01,benign_campaign_20260328_0015_N06_run01.pcap,N06,normal_dns,normal,2,1,ok,172.30.1.23,172.30.1.20,2026-03-28T10:36:42Z,ubuntu dig query to kali dnsmasq
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N06_run02,benign_campaign_20260328_0015_N06_run02.pcap,N06,normal_dns,normal,2,1,ok,172.30.1.23,172.30.1.20,2026-03-28T10:37:31Z,ubuntu dig query to kali dnsmasq
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N06_run03,benign_campaign_20260328_0015_N06_run03.pcap,N06,normal_dns,normal,2,1,ok,172.30.1.23,172.30.1.20,2026-03-28T10:38:16Z,ubuntu dig query to kali dnsmasq
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N06_run04,benign_campaign_20260328_0015_N06_run04.pcap,N06,normal_dns,normal,2,1,ok,172.30.1.23,172.30.1.20,2026-03-28T10:39:06Z,ubuntu dig query to kali dnsmasq
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N06_run05,benign_campaign_20260328_0015_N06_run05.pcap,N06,normal_dns,normal,2,1,ok,172.30.1.23,172.30.1.20,2026-03-28T10:39:52Z,ubuntu dig query to kali dnsmasq
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N06_run06,benign_campaign_20260328_0015_N06_run06.pcap,N06,normal_dns,normal,13,5,ok,172.30.1.23,172.30.1.20,2026-03-28T10:40:38Z,ubuntu dig query to kali dnsmasq
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N07_run01,benign_campaign_20260328_0015_N07_run01.pcap,N07,normal_bulk_tcp,normal,4595,2,ok,172.30.1.23,172.30.1.20,2026-03-28T10:36:50Z,ubuntu iperf3 tcp to kali
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N07_run02,benign_campaign_20260328_0015_N07_run02.pcap,N07,normal_bulk_tcp,normal,5024,2,ok,172.30.1.23,172.30.1.20,2026-03-28T10:37:38Z,ubuntu iperf3 tcp to kali
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N07_run03,benign_campaign_20260328_0015_N07_run03.pcap,N07,normal_bulk_tcp,normal,5196,2,ok,172.30.1.23,172.30.1.20,2026-03-28T10:38:25Z,ubuntu iperf3 tcp to kali
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N07_run04,benign_campaign_20260328_0015_N07_run04.pcap,N07,normal_bulk_tcp,normal,4122,2,ok,172.30.1.23,172.30.1.20,2026-03-28T10:39:13Z,ubuntu iperf3 tcp to kali
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N07_run05,benign_campaign_20260328_0015_N07_run05.pcap,N07,normal_bulk_tcp,normal,4925,2,ok,172.30.1.23,172.30.1.20,2026-03-28T10:40:00Z,ubuntu iperf3 tcp to kali
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N07_run06,benign_campaign_20260328_0015_N07_run06.pcap,N07,normal_bulk_tcp,normal,5089,4,ok,172.30.1.23,172.30.1.20,2026-03-28T10:40:46Z,ubuntu iperf3 tcp to kali
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N11_run01,benign_campaign_20260328_0015_N11_run01.pcap,N11,normal_wget,normal,10,1,ok,172.30.1.23,172.30.1.24,2026-03-28T10:37:03Z,ubuntu wget meta3 http
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N11_run02,benign_campaign_20260328_0015_N11_run02.pcap,N11,normal_wget,normal,11,1,ok,172.30.1.23,172.30.1.24,2026-03-28T10:37:51Z,ubuntu wget meta3 http
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N11_run03,benign_campaign_20260328_0015_N11_run03.pcap,N11,normal_wget,normal,12,1,ok,172.30.1.23,172.30.1.24,2026-03-28T10:38:39Z,ubuntu wget meta3 http
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N11_run04,benign_campaign_20260328_0015_N11_run04.pcap,N11,normal_wget,normal,12,1,ok,172.30.1.23,172.30.1.24,2026-03-28T10:39:26Z,ubuntu wget meta3 http
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N11_run05,benign_campaign_20260328_0015_N11_run05.pcap,N11,normal_wget,normal,11,1,ok,172.30.1.23,172.30.1.24,2026-03-28T10:40:12Z,ubuntu wget meta3 http
benign_campaign_20260328_0015,benign_campaign_20260328_0015_N11_run06,benign_campaign_20260328_0015_N11_run06.pcap,N11,normal_wget,normal,12,1,ok,172.30.1.23,172.30.1.24,2026-03-28T10:40:59Z,ubuntu wget meta3 http
